num,year,sikibetu1,sikibetu2,
11,1961,11n,11s,
32,1961,32w,32e,
34,1961,34se,34ne,
91,1961,91se,91ne,
117,1961,117sw,117,28.4
133,1961,133ne,133sw,
135,1961,135nw,135se,
144,1961,144se,144nw,
176,1961,176se,176ne,
177,1961,177nw,177se,
178,1961,178s,178n,
179,1961,179s,179n,
187,1961,187n,187s,
193,1961,193s,193n,
223,1961,223sw,223ne,
224,1961,224s,224s,
237,1961,237s,237n,
245,1961,245s,245n,
264,1961,264s,264n,
265,1961,265s,265n,
285,1961,285s,285n,
302,1961,302s,302n,
364,1961,364s,364n,
411,1961,411s,411n,
460,1961,460w,460e,
505,1961,505s,505n,
514,1961,514s,514n,
533,1961,533s,533n,
547,1961,547e,547w,
699,1961,699se,699nw,
729,1961,729s,729sw,
826,1961,826s,826n,
9,1962,9s,9n,
11,1962,11n,11s,
32,1962,32w,32e,
34,1962,34se,34ne,
91,1962,91se,91ne,
117,1962,117sw,117,23.42
133,1962,133ne,133sw,
135,1962,135nw,135se,
144,1962,144se,144nw,
176,1962,176se,176ne,
177,1962,177nw,177se,
178,1962,178s,178n,
179,1962,179s,179n,
187,1962,187n,187s,
193,1962,193s,193n,
223,1962,223sw,223ne,
224,1962,224s,224s,
237,1962,237s,237n,
245,1962,245s,245n,
264,1962,264s,264n,
265,1962,265s,265n,
285,1962,285s,285n,
302,1962,302s,302n,
364,1962,364s,364n,
411,1962,411s,411n,
460,1962,460w,460e,
505,1962,505s,505n,
514,1962,514s,514n,
533,1962,533s,533n,
547,1962,547e,547w,
699,1962,699se,699nw,
729,1962,729s,729sw,
826,1962,826s,826n,
9,1963,9s,9n,
11,1963,11n,11s,
32,1963,32w,32e,
34,1963,34se,34ne,
91,1963,91se,91ne,
112,1963,112s,112n,
121,1963,121sw,121ne,
122,1963,122sw,122ne,
133,1963,133ne,133sw,
135,1963,135nw,135se,
144,1963,144se,144nw,
176,1963,176se,176ne,
177,1963,177nw,177se,
178,1963,178s,178n,
179,1963,179s,179n,
187,1963,187n,187s,
193,1963,193s,193n,
223,1963,223sw,223ne,
224,1963,224s,224s,
237,1963,237s,237n,
245,1963,245s,245n,
264,1963,264s,264n,
265,1963,265s,265n,
285,1963,285s,285n,
302,1963,302s,302n,
364,1963,364s,364n,
411,1963,411s,411n,
460,1963,460w,460e,
505,1963,505s,505n,
514,1963,514s,514n,
533,1963,533s,533n,
547,1963,547e,547w,
699,1963,699se,699nw,
729,1963,729s,729sw,
826,1963,826s,826n,
9,1964,9s,9n,
11,1964,11n,11s,
32,1964,32w,32e,
34,1964,34se,34ne,
91,1964,91se,91ne,
112,1964,112s,112n,
121,1964,121sw,121ne,
122,1964,122sw,122ne,
133,1964,133ne,133sw,
135,1964,135nw,135se,
144,1964,144se,144nw,
174,1964,174s,174n,
176,1964,176se,176ne,
177,1964,177nw,177se,
178,1964,178s,178n,
179,1964,179s,179n,
187,1964,187n,187s,
193,1964,193s,193n,
223,1964,223sw,223ne,
224,1964,224s,224s,
237,1964,237s,237n,
245,1964,245s,245n,
255,1964,255s,255n,
264,1964,264s,264n,
265,1964,265s,265n,
285,1964,285s,285n,
299,1964,299s,299n,
302,1964,302s,302n,
364,1964,364s,364n,
411,1964,411s,411n,
460,1964,460w,460e,
505,1964,505s,505n,
514,1964,514s,514n,
533,1964,533s,533n,
547,1964,547e,547w,
699,1964,699se,699nw,
729,1964,729s,729sw,
826,1964,826s,826n,
9,1965,9s,9n,
11,1965,11n,11s,
32,1965,32w,32e,
34,1965,34se,34ne,
91,1965,91se,91ne,
112,1965,112s,112n,
121,1965,121sw,121ne,
122,1965,122sw,122ne,
133,1965,133ne,133sw,
135,1965,135nw,135se,
144,1965,144se,144nw,
174,1965,174s,174n,
176,1965,176se,176ne,
177,1965,177nw,177se,
178,1965,178s,178n,
179,1965,179s,179n,
187,1965,187n,187s,
193,1965,193s,193n,
223,1965,223sw,223ne,
224,1965,224s,224s,
237,1965,237s,237n,
245,1965,245s,245n,
255,1965,255s,255n,
264,1965,264s,264n,
265,1965,265s,265n,
285,1965,285s,285n,
299,1965,299s,299n,
302,1965,302s,302n,
364,1965,364s,364n,
411,1965,411s,411n,
460,1965,460w,460e,
505,1965,505s,505n,
514,1965,514s,514n,
533,1965,533s,533n,
547,1965,547e,547w,
699,1965,699se,699nw,
729,1965,729s,729sw,
826,1965,826s,826n,
9,1966,9s,9n,
11,1966,11n,11s,
32,1966,32w,32e,
34,1966,34se,34ne,
91,1966,91se,91ne,
112,1966,112s,112n,
121,1966,121sw,121ne,
122,1966,122sw,122ne,
133,1966,133ne,133sw,
135,1966,135nw,135se,
144,1966,144se,144nw,
174,1966,174s,174n,
176,1966,176se,176ne,
177,1966,177nw,177se,
178,1966,178s,178n,
179,1966,179s,179n,
187,1966,187n,187s,
193,1966,193s,193n,
223,1966,223sw,223ne,
224,1966,224s,224s,
237,1966,237s,237n,
245,1966,245s,245n,
255,1966,255s,255n,
264,1966,264s,264n,
265,1966,265s,265n,
285,1966,285s,285n,
299,1966,299s,299n,
302,1966,302s,302n,
364,1966,364s,364n,
411,1966,411s,411n,
460,1966,460w,460e,
505,1966,505s,505n,
514,1966,514s,514n,
533,1966,533s,533n,
547,1966,547e,547w,
699,1966,699se,699nw,
729,1966,729s,729sw,
826,1966,826s,826n,
9,1967,9s,9n,
11,1967,11n,11s,
32,1967,32w,32e,
34,1967,34se,34ne,
74,1967,74ne,74se,
91,1967,91se,91ne,
112,1967,112s,112n,
121,1967,121sw,121ne,
122,1967,122sw,122ne,
133,1967,133ne,133sw,
135,1967,135nw,135se,
144,1967,144se,144nw,
174,1967,174s,174n,
176,1967,176se,176ne,
177,1967,177nw,177se,
178,1967,178s,178n,
179,1967,179s,179n,
187,1967,187n,187s,
193,1967,193s,193n,
223,1967,223sw,223ne,
224,1967,224s,224s,
237,1967,237s,237n,
245,1967,245s,245n,
253,1967,253s,253n,
255,1967,255s,255n,
264,1967,264s,264n,
265,1967,265s,265n,
285,1967,285s,285n,
299,1967,299s,299n,
302,1967,302s,302n,
364,1967,364s,364n,
411,1967,411s,411n,
460,1967,460w,460e,
505,1967,505s,505n,
510,1967,510s,510n,
514,1967,514s,514n,
533,1967,533s,533n,
547,1967,547e,547w,
699,1967,699se,699nw,
729,1967,729s,729sw,
826,1967,826s,826n,
9,1968,9s,9n,
11,1968,11n,11s,
32,1968,32w,32e,
34,1968,34se,34ne,
74,1968,74ne,74se,
91,1968,91se,91ne,
112,1968,112s,112n,
121,1968,121sw,121ne,
122,1968,122sw,122ne,
133,1968,133ne,133sw,
135,1968,135nw,135se,
144,1968,144se,144nw,
174,1968,174s,174n,
176,1968,176se,176ne,
177,1968,177nw,177se,
178,1968,178s,178n,
179,1968,179s,179n,
187,1968,187n,187s,
193,1968,193s,193n,
223,1968,223sw,223ne,
224,1968,224s,224s,
237,1968,237s,237n,
245,1968,245s,245n,
253,1968,253s,253n,
255,1968,255s,255n,
264,1968,264s,264n,
265,1968,265s,265n,
285,1968,285s,285n,
299,1968,299s,299n,
302,1968,302s,302n,
364,1968,364s,364n,
411,1968,411s,411n,
460,1968,460w,460e,
505,1968,505s,505n,
510,1968,510s,510n,
514,1968,514s,514n,
533,1968,533s,533n,
547,1968,547e,547w,
699,1968,699se,699nw,
729,1968,729s,729sw,
826,1968,826s,826n,
9,1969,9s,9n,
11,1969,11n,11s,
32,1969,32w,32e,
34,1969,34se,34ne,
74,1969,74ne,74se,
91,1969,91se,91ne,
112,1969,112s,112n,
121,1969,121sw,121ne,
122,1969,122sw,122ne,
133,1969,133ne,133sw,
135,1969,135nw,135se,
142,1969,142sw,142ne,
144,1969,144se,144nw,
160,1969,160s,160n,
174,1969,174s,174n,
176,1969,176se,176ne,
177,1969,177nw,177se,
178,1969,178s,178n,
179,1969,179s,179n,
187,1969,187n,187s,
193,1969,193s,193n,
223,1969,223sw,223ne,
224,1969,224s,224s,
237,1969,237s,237n,
245,1969,245s,245n,
253,1969,253s,253n,
255,1969,255s,255n,
264,1969,264s,264n,
264.5,1969,264.5S?,264.5N?,
265,1969,265s,265n,
285,1969,285s,285n,
299,1969,299s,299n,
302,1969,302s,302n,
364,1969,364s,364n,
411,1969,411s,411n,
451,1969,451s,451n,
460,1969,460w,460e,
505,1969,505s,505n,
510,1969,510s,510n,
514,1969,514s,514n,
533,1969,533s,533n,
547,1969,547e,547w,
699,1969,699se,699nw,
729,1969,729s,729sw,
826,1969,826s,826n,
9,1970,9s,9n,
11,1970,11n,11s,
32,1970,32w,32e,
34,1970,34se,34ne,
74,1970,74ne,74se,
91,1970,91se,91ne,
112,1970,112s,112n,
121,1970,121sw,121ne,
122,1970,122sw,122ne,
133,1970,133ne,133sw,
135,1970,135nw,135se,
142,1970,142sw,142ne,
144,1970,144se,144nw,
160,1970,160s,160n,
174,1970,174s,174n,
176,1970,176se,176ne,
177,1970,177nw,177se,
178,1970,178s,178n,
179,1970,179s,179n,
187,1970,187n,187s,
193,1970,193s,193n,
223,1970,223sw,223ne,
224,1970,224s,224s,
237,1970,237s,237n,
245,1970,245s,245n,
253,1970,253s,253n,
255,1970,255s,255n,
264,1970,264s,264n,
264.5,1970,264.5S?,264.5N?,
265,1970,265s,265n,
285,1970,285s,285n,
299,1970,299s,299n,
302,1970,302s,302n,
364,1970,364s,364n,
411,1970,411s,411n,
451,1970,451s,451n,
460,1970,460w,460e,
505,1970,505s,505n,
510,1970,510s,510n,
514,1970,514s,514n,
533,1970,533s,533n,
547,1970,547e,547w,
699,1970,699se,699nw,
729,1970,729s,729sw,
826,1970,826s,826n,
9,1971,9s,9n,
11,1971,11n,11s,
32,1971,32w,32e,
34,1971,34se,34ne,
74,1971,74ne,74se,
91,1971,91se,91ne,
112,1971,112s,112n,
121,1971,121sw,121ne,
122,1971,122sw,122ne,
133,1971,133ne,133sw,
135,1971,135nw,135se,
142,1971,142sw,142ne,
144,1971,144se,144nw,
160,1971,160s,160n,
174,1971,174s,174n,
176,1971,176se,176ne,
177,1971,177nw,177se,
178,1971,178s,178n,
179,1971,179s,179n,
187,1971,187n,187s,
193,1971,193s,193n,
223,1971,223sw,223ne,
224,1971,224s,224s,
237,1971,237s,237n,
245,1971,245s,245n,
253,1971,253s,253n,
255,1971,255s,255n,
264,1971,264s,264n,
264.5,1971,264.5S?,264.5N?,
265,1971,265s,265n,
285,1971,285s,285n,
299,1971,299s,299n,
302,1971,302s,302n,
364,1971,364s,364n,
411,1971,411s,411n,
451,1971,451s,451n,
460,1971,460w,460e,
505,1971,505s,505n,
510,1971,510s,510n,
514,1971,514s,514n,
533,1971,533s,533n,
547,1971,547e,547w,
699,1971,699se,699nw,
729,1971,729s,729sw,
9,1972,9s,9n,
11,1972,11n,11s,
32,1972,32w,32e,
34,1972,34se,34ne,
74,1972,74ne,74se,
91,1972,91se,91ne,
97,1972,97nw,97se,
112,1972,112s,112n,
121,1972,121sw,121ne,
122,1972,122sw,122ne,
133,1972,133ne,133sw,
135,1972,135nw,135se,
142,1972,142sw,142ne,
144,1972,144se,144nw,
160,1972,160s,160n,
174,1972,174s,174n,
176,1972,176se,176ne,
177,1972,177nw,177se,
178,1972,178s,178n,
179,1972,179s,179n,
187,1972,187n,187s,
193,1972,193s,193n,
223,1972,223sw,223ne,
224,1972,224s,224s,
237,1972,237s,237n,
245,1972,245s,245n,
253,1972,253s,253n,
255,1972,255s,255n,
258,1972,258s,258n,
264,1972,264s,264n,
264.5,1972,264.5S?,264.5N?,
265,1972,265s,265n,
285,1972,285s,285n,
299,1972,299s,299n,
302,1972,302s,302n,
364,1972,364s,364n,
411,1972,411s,411n,
451,1972,451s,451n,
460,1972,460w,460e,
505,1972,505s,505n,
510,1972,510s,510n,
514,1972,514s,514n,
533,1972,533s,533n,
547,1972,547e,547w,
699,1972,699se,699nw,
729,1972,729s,729sw,
9,1973,9s,9n,
11,1973,11n,11s,
32,1973,32w,32e,
34,1973,34se,34ne,
74,1973,74ne,74se,
91,1973,91se,91ne,
97,1973,97nw,97se,
112,1973,112s,112n,
121,1973,121sw,121ne,
122,1973,122sw,122ne,
133,1973,133ne,133sw,
135,1973,135nw,135se,
142,1973,142sw,142ne,
144,1973,144se,144nw,
160,1973,160s,160n,
174,1973,174s,174n,
176,1973,176se,176ne,
177,1973,177nw,177se,
178,1973,178s,178n,
179,1973,179s,179n,
187,1973,187n,187s,
193,1973,193s,193n,
223,1973,223sw,223ne,
224,1973,224s,224s,
237,1973,237s,237n,
245,1973,245s,245n,
253,1973,253s,253n,
255,1973,255s,255n,
258,1973,258s,258n,
264,1973,264s,264n,
264.5,1973,264.5S?,264.5N?,
265,1973,265s,265n,
285,1973,285s,285n,
299,1973,299s,299n,
302,1973,302s,302n,
364,1973,364s,364n,
411,1973,411s,411n,
451,1973,451s,451n,
460,1973,460w,460e,
505,1973,505s,505n,
510,1973,510s,510n,
514,1973,514s,514n,
533,1973,533s,533n,
547,1973,547e,547w,
699,1973,699se,699nw,
729,1973,729s,729sw,
9,1974,9s,9n,
11,1974,11n,11s,
32,1974,32w,32e,
34,1974,34se,34ne,
74,1974,74ne,74se,
91,1974,91se,91ne,
97,1974,97nw,97se,
112,1974,112s,112n,
121,1974,121sw,121ne,
122,1974,122sw,122ne,
133,1974,133ne,133sw,
135,1974,135nw,135se,
142,1974,142sw,142ne,
144,1974,144se,144nw,
152,1974,152se,152nw,
160,1974,160s,160n,
174,1974,174s,174n,
176,1974,176se,176ne,
177,1974,177nw,177se,
178,1974,178s,178n,
179,1974,179s,179n,
187,1974,187n,187s,
193,1974,193s,193n,
223,1974,223sw,223ne,
224,1974,224s,224s,
237,1974,237s,237n,
245,1974,245s,245n,
253,1974,253s,253n,
255,1974,255s,255n,
258,1974,258s,258n,
264,1974,264s,264n,
264.5,1974,264.5S?,264.5N?,
265,1974,265s,265n,
285,1974,285s,285n,
299,1974,299s,299n,
302,1974,302s,302n,
364,1974,364s,364n,
411,1974,411s,411n,
451,1974,451s,451n,
460,1974,460w,460e,
505,1974,505s,505n,
510,1974,510s,510n,
514,1974,514s,514n,
533,1974,533s,533n,
547,1974,547e,547w,
611,1974,611se,611nw,
699,1974,699se,699nw,
729,1974,729s,729sw,
9,1975,9s,9n,
11,1975,11n,11s,
32,1975,32w,32e,
34,1975,34se,34ne,
74,1975,74ne,74se,
91,1975,91se,91ne,
97,1975,97nw,97se,
112,1975,112s,112n,
121,1975,121sw,121ne,
122,1975,122sw,122ne,
133,1975,133ne,133sw,
135,1975,135nw,135se,
142,1975,142sw,142ne,
144,1975,144se,144nw,
152,1975,152se,152nw,
160,1975,160s,160n,
174,1975,174s,174n,
176,1975,176se,176ne,
177,1975,177nw,177se,
178,1975,178s,178n,
179,1975,179s,179n,
187,1975,187n,187s,
193,1975,193s,193n,
223,1975,223sw,223ne,
224,1975,224s,224s,
237,1975,237s,237n,
245,1975,245s,245n,
253,1975,253s,253n,
255,1975,255s,255n,
258,1975,258s,258n,
264,1975,264s,264n,
264.5,1975,264.5S?,264.5N?,
265,1975,265s,265n,
285,1975,285s,285n,
299,1975,299s,299n,
302,1975,302s,302n,
364,1975,364s,364n,
411,1975,411s,411n,
451,1975,451s,451n,
460,1975,460w,460e,
505,1975,505s,505n,
510,1975,510s,510n,
514,1975,514s,514n,
533,1975,533s,533n,
547,1975,547e,547w,
611,1975,611se,611nw,
699,1975,699se,699nw,
729,1975,729s,729sw,
9,1976,9s,9n,
11,1976,11n,11s,
32,1976,32w,32e,
34,1976,34se,34ne,
66,1976,66se,66nw,
74,1976,74ne,74se,
79,1976,79n,79s,
91,1976,91se,91ne,
97,1976,97nw,97se,
112,1976,112s,112n,
121,1976,121sw,121ne,
122,1976,122sw,122ne,
133,1976,133ne,133sw,
135,1976,135nw,135se,
142,1976,142sw,142ne,
144,1976,144se,144nw,
152,1976,152se,152nw,
160,1976,160s,160n,
174,1976,174s,174n,
176,1976,176se,176ne,
177,1976,177nw,177se,
178,1976,178s,178n,
179,1976,179s,179n,
185,1976,185s,185n,
187,1976,187n,187s,
193,1976,193s,193n,
223,1976,223sw,223ne,
224,1976,224s,224s,
233,1976,233s,233n,
237,1976,237s,237n,
245,1976,245s,245n,
253,1976,253s,253n,
255,1976,255s,255n,
258,1976,258s,258n,
264,1976,264s,264n,
264.5,1976,264.5S?,264.5N?,
265,1976,265s,265n,
285,1976,285s,285n,
299,1976,299s,299n,
302,1976,302s,302n,
364,1976,364s,364n,
411,1976,411s,411n,
451,1976,451s,451n,
460,1976,460w,460e,
505,1976,505s,505n,
510,1976,510s,510n,
514,1976,514s,514n,
533,1976,533s,533n,
547,1976,547e,547w,
611,1976,611se,611nw,
699,1976,699se,699nw,
729,1976,729s,729sw,
9,1977,9s,9n,
11,1977,11n,11s,
32,1977,32w,32e,
34,1977,34se,34ne,
66,1977,66se,66nw,
74,1977,74ne,74se,
79,1977,79n,79s,
91,1977,91se,91ne,
97,1977,97nw,97se,
112,1977,112s,112n,
121,1977,121sw,121ne,
122,1977,122sw,122ne,
133,1977,133ne,133sw,
135,1977,135nw,135se,
142,1977,142sw,142ne,
144,1977,144se,144nw,
152,1977,152se,152nw,
160,1977,160s,160n,
174,1977,174s,174n,
176,1977,176se,176ne,
177,1977,177nw,177se,
178,1977,178s,178n,
179,1977,179s,179n,
185,1977,185s,185n,
187,1977,187n,187s,
193,1977,193s,193n,
223,1977,223sw,223ne,
224,1977,224s,224s,
233,1977,233s,233n,
237,1977,237s,237n,
245,1977,245s,245n,
253,1977,253s,253n,
255,1977,255s,255n,
258,1977,258s,258n,
264,1977,264s,264n,
264.5,1977,264.5S?,264.5N?,
265,1977,265s,265n,
285,1977,285s,285n,
299,1977,299s,299n,
302,1977,302s,302n,
364,1977,364s,364n,
411,1977,411s,411n,
451,1977,451s,451n,
460,1977,460w,460e,
505,1977,505s,505n,
510,1977,510s,510n,
514,1977,514s,514n,
533,1977,533s,533n,
547,1977,547e,547w,
611,1977,611se,611nw,
699,1977,699se,699nw,
729,1977,729s,729sw,
9,1978,9s,9n,
11,1978,11n,11s,
32,1978,32w,32e,
34,1978,34se,34ne,
66,1978,66se,66nw,
74,1978,74ne,74se,
79,1978,79n,79s,
91,1978,91se,91ne,
97,1978,97nw,97se,
112,1978,112s,112n,
121,1978,121sw,121ne,
122,1978,122sw,122ne,
133,1978,133ne,133sw,
135,1978,135nw,135se,
142,1978,142sw,142ne,
144,1978,144se,144nw,
152,1978,152se,152nw,
160,1978,160s,160n,
174,1978,174s,174n,
176,1978,176se,176ne,
177,1978,177nw,177se,
178,1978,178s,178n,
179,1978,179s,179n,
185,1978,185s,185n,
187,1978,187n,187s,
193,1978,193s,193n,
223,1978,223sw,223ne,
224,1978,224s,224s,
233,1978,233s,233n,
245,1978,245s,245n,
253,1978,253s,253n,
255,1978,255s,255n,
258,1978,258s,258n,
264,1978,264s,264n,
264.5,1978,264.5S?,264.5N?,
265,1978,265s,265n,
285,1978,285s,285n,
299,1978,299s,299n,
302,1978,302s,302n,
364,1978,364s,364n,
411,1978,411s,411n,
451,1978,451s,451n,
460,1978,460w,460e,
505,1978,505s,505n,
510,1978,510s,510n,
514,1978,514s,514n,
533,1978,533s,533n,
547,1978,547e,547w,
611,1978,611se,611nw,
699,1978,699se,699nw,
729,1978,729s,729sw,
9,1979,9s,9n,
11,1979,11n,11s,
32,1979,32w,32e,
34,1979,34se,34ne,
38,1979,38nw,38se,
66,1979,66se,66nw,
74,1979,74ne,74se,
79,1979,79n,79s,
91,1979,91se,91ne,
97,1979,97nw,97se,
112,1979,112s,112n,
121,1979,121sw,121ne,
122,1979,122sw,122ne,
133,1979,133ne,133sw,
135,1979,135nw,135se,
142,1979,142sw,142ne,
144,1979,144se,144nw,
152,1979,152se,152nw,
160,1979,160s,160n,
174,1979,174s,174n,
176,1979,176se,176ne,
177,1979,177nw,177se,
179,1979,179s,179n,
185,1979,185s,185n,
187,1979,187n,187s,
193,1979,193s,193n,
223,1979,223sw,223ne,
224,1979,224s,224s,
233,1979,233s,233n,
245,1979,245s,245n,
253,1979,253s,253n,
255,1979,255s,255n,
258,1979,258s,258n,
264,1979,264s,264n,
264.5,1979,264.5S?,264.5N?,
265,1979,265s,265n,
285,1979,285s,285n,
299,1979,299s,299n,
302,1979,302s,302n,
354,1979,354s,354n,
364,1979,364s,364n,
411,1979,411s,411n,
451,1979,451s,451n,
460,1979,460w,460e,
505,1979,505s,505n,
510,1979,510s,510n,
514,1979,514s,514n,
533,1979,533s,533n,
547,1979,547e,547w,
611,1979,611se,611nw,
699,1979,699se,699nw,
729,1979,729s,729sw,
9,1980,9s,9n,
11,1980,11n,11s,
32,1980,32w,32e,
34,1980,34se,34ne,
38,1980,38nw,38se,
66,1980,66se,66nw,
74,1980,74ne,74se,
79,1980,79n,79s,
84,1980,84s,84n,
91,1980,91se,91ne,
97,1980,97nw,97se,
112,1980,112s,112n,
121,1980,121sw,121ne,
122,1980,122sw,122ne,
133,1980,133ne,133sw,
135,1980,135nw,135se,
142,1980,142sw,142ne,
144,1980,144se,144nw,
152,1980,152se,152nw,
160,1980,160s,160n,
174,1980,174s,174n,
176,1980,176se,176ne,
177,1980,177nw,177se,
179,1980,179s,179n,
185,1980,185s,185n,
187,1980,187n,187s,
193,1980,193s,193n,
223,1980,223sw,223ne,
224,1980,224s,224s,
233,1980,233s,233n,
245,1980,245s,245n,
253,1980,253s,253n,
255,1980,255s,255n,
258,1980,258s,258n,
264,1980,264s,264n,
264.5,1980,264.5S?,264.5N?,
265,1980,265s,265n,
285,1980,285s,285n,
299,1980,299s,299n,
302,1980,302s,302n,
354,1980,354s,354n,
364,1980,364s,364n,
411,1980,411s,411n,
451,1980,451s,451n,
460,1980,460w,460e,
505,1980,505s,505n,
510,1980,510s,510n,
514,1980,514s,514n,
533,1980,533s,533n,
547,1980,547e,547w,
611,1980,611se,611nw,
699,1980,699se,699nw,
729,1980,729s,729sw,
9,1981,9s,9n,
11,1981,11n,11s,
32,1981,32w,32e,
34,1981,34se,34ne,
38,1981,38nw,38se,
66,1981,66se,66nw,
74,1981,74ne,74se,
79,1981,79n,79s,
84,1981,84s,84n,
91,1981,91se,91ne,
97,1981,97nw,97se,
112,1981,112s,112n,
121,1981,121sw,121ne,
122,1981,122sw,122ne,
133,1981,133ne,133sw,
135,1981,135nw,135se,
142,1981,142sw,142ne,
144,1981,144se,144nw,
152,1981,152se,152nw,
160,1981,160s,160n,
171,1981,171s,171n,
174,1981,174s,174n,
176,1981,176se,176ne,
177,1981,177nw,177se,
179,1981,179s,179n,
185,1981,185s,185n,
187,1981,187n,187s,
193,1981,193s,193n,
223,1981,223sw,223ne,
224,1981,224s,224s,
233,1981,233s,233n,
245,1981,245s,245n,
253,1981,253s,253n,
255,1981,255s,255n,
258,1981,258s,258n,
264,1981,264s,264n,
264.5,1981,264.5S?,264.5N?,
265,1981,265s,265n,
285,1981,285s,285n,
302,1981,302s,302n,
354,1981,354s,354n,
364,1981,364s,364n,
411,1981,411s,411n,
451,1981,451s,451n,
460,1981,460w,460e,
505,1981,505s,505n,
510,1981,510s,510n,
514,1981,514s,514n,
533,1981,533s,533n,
547,1981,547e,547w,
611,1981,611se,611nw,
699,1981,699se,699nw,
729,1981,729s,729sw,
9,1982,9s,9n,
11,1982,11n,11s,
32,1982,32w,32e,
34,1982,34se,34ne,
38,1982,38nw,38se,
66,1982,66se,66nw,
74,1982,74ne,74se,
79,1982,79n,79s,
84,1982,84s,84n,
91,1982,91se,91ne,
97,1982,97nw,97se,
112,1982,112s,112n,
121,1982,121sw,121ne,
122,1982,122sw,122ne,
133,1982,133ne,133sw,
135,1982,135nw,135se,
142,1982,142sw,142ne,
144,1982,144se,144nw,
152,1982,152se,152nw,
160,1982,160s,160n,
171,1982,171s,171n,
174,1982,174s,174n,
176,1982,176se,176ne,
177,1982,177nw,177se,
179,1982,179s,179n,
185,1982,185s,185n,
187,1982,187n,187s,
193,1982,193s,193n,
223,1982,223sw,223ne,
224,1982,224s,224s,
233,1982,233s,233n,
245,1982,245s,245n,
253,1982,253s,253n,
