num,year,sikibetu1,sikibetu2,
255,1982,255s,255n,
258,1982,258s,258n,
264,1982,264s,264n,
264.5,1982,264.5S?,264.5N?,
265,1982,265s,265n,
285,1982,285s,285n,
302,1982,302s,302n,
347,1982,347s,347n,
354,1982,354s,354n,
364,1982,364s,364n,
411,1982,411s,411n,
451,1982,451s,451n,
460,1982,460w,460e,
505,1982,505s,505n,
510,1982,510s,510n,
514,1982,514s,514n,
533,1982,533s,533n,
547,1982,547e,547w,
611,1982,611se,611nw,
699,1982,699se,699nw,
729,1982,729s,729sw,
9,1983,9s,9n,
11,1983,11n,11s,
32,1983,32w,32e,
34,1983,34se,34ne,
38,1983,38nw,38se,
66,1983,66se,66nw,
74,1983,74ne,74se,
79,1983,79n,79s,
84,1983,84s,84n,
91,1983,91se,91ne,
97,1983,97nw,97se,
112,1983,112s,112n,
121,1983,121sw,121ne,
122,1983,122sw,122ne,
133,1983,133ne,133sw,
135,1983,135nw,135se,
142,1983,142sw,142ne,
144,1983,144se,144nw,
152,1983,152se,152nw,
160,1983,160s,160n,
171,1983,171s,171n,
174,1983,174s,174n,
176,1983,176se,176ne,
177,1983,177nw,177se,
179,1983,179s,179n,
185,1983,185s,185n,
187,1983,187n,187s,
193,1983,193s,193n,
223,1983,223sw,223ne,
224,1983,224s,224s,
233,1983,233s,233n,
245,1983,245s,245n,
253,1983,253s,253n,
255,1983,255s,255n,
258,1983,258s,258n,
264,1983,264s,264n,
264.5,1983,264.5S?,264.5N?,
265,1983,265s,265n,
285,1983,285s,285n,
302,1983,302s,302n,
347,1983,347s,347n,
354,1983,354s,354n,
364,1983,364s,364n,
411,1983,411s,411n,
451,1983,451s,451n,
460,1983,460w,460e,
505,1983,505s,505n,
510,1983,510s,510n,
514,1983,514s,514n,
533,1983,533s,533n,
547,1983,547e,547w,
611,1983,611se,611nw,
699,1983,699se,699nw,
729,1983,729s,729sw,
9,1984,9s,9n,
11,1984,11n,11s,
32,1984,32w,32e,
34,1984,34se,34ne,
38,1984,38nw,38se,
66,1984,66se,66nw,
79,1984,79n,79s,
84,1984,84s,84n,
91,1984,91se,91ne,
97,1984,97nw,97se,
112,1984,112s,112n,
121,1984,121sw,121ne,
122,1984,122sw,122ne,
133,1984,133ne,133sw,
135,1984,135nw,135se,
142,1984,142sw,142ne,
144,1984,144se,144nw,
152,1984,152se,152nw,
160,1984,160s,160n,
171,1984,171s,171n,
174,1984,174s,174n,
176,1984,176se,176ne,
177,1984,177nw,177se,
179,1984,179s,179n,
185,1984,185s,185n,
187,1984,187n,187s,
193,1984,193s,193n,
223,1984,223sw,223ne,
224,1984,224s,224s,
233,1984,233s,233n,
245,1984,245s,245n,
253,1984,253s,253n,
255,1984,255s,255n,
258,1984,258s,258n,
264,1984,264s,264n,
264.5,1984,264.5S?,264.5N?,
265,1984,265s,265n,
285,1984,285s,285n,
302,1984,302s,302n,
347,1984,347s,347n,
354,1984,354s,354n,
364,1984,364s,364n,
411,1984,411s,411n,
451,1984,451s,451n,
460,1984,460w,460e,
505,1984,505s,505n,
510,1984,510s,510n,
514,1984,514s,514n,
533,1984,533s,533n,
547,1984,547e,547w,
611,1984,611se,611nw,
699,1984,699se,699nw,
729,1984,729s,729sw,
9,1985,9s,9n,
11,1985,11n,11s,
32,1985,32w,32e,
34,1985,34se,34ne,
38,1985,38nw,38se,
66,1985,66se,66nw,
79,1985,79n,79s,
84,1985,84s,84n,
91,1985,91se,91ne,
97,1985,97nw,97se,
112,1985,112s,112n,
121,1985,121sw,121ne,
122,1985,122sw,122ne,
133,1985,133ne,133sw,
135,1985,135nw,135se,
142,1985,142sw,142ne,
144,1985,144se,144nw,
152,1985,152se,152nw,
160,1985,160s,160n,
171,1985,171s,171n,
174,1985,174s,174n,
176,1985,176se,176ne,
177,1985,177nw,177se,
179,1985,179s,179n,
185,1985,185s,185n,
187,1985,187n,187s,
193,1985,193s,193n,
223,1985,223sw,223ne,
224,1985,224s,224s,
233,1985,233s,233n,
245,1985,245s,245n,
253,1985,253s,253n,
255,1985,255s,255n,
258,1985,258s,258n,
264,1985,264s,264n,
264.5,1985,264.5S?,264.5N?,
265,1985,265s,265n,
285,1985,285s,285n,
302,1985,302s,302n,
347,1985,347s,347n,
354,1985,354s,354n,
359,1985,359s,359n,
364,1985,364s,364n,
411,1985,411s,411n,
451,1985,451s,451n,
460,1985,460w,460e,
505,1985,505s,505n,
510,1985,510s,510n,
514,1985,514s,514n,
533,1985,533s,533n,
547,1985,547e,547w,
611,1985,611se,611nw,
699,1985,699se,699nw,
729,1985,729s,729sw,
9,1986,9s,9n,
11,1986,11n,11s,
32,1986,32w,32e,
34,1986,34se,34ne,
38,1986,38nw,38se,
66,1986,66se,66nw,
79,1986,79n,79s,
84,1986,84s,84n,
91,1986,91se,91ne,
97,1986,97nw,97se,
112,1986,112s,112n,
121,1986,121sw,121ne,
122,1986,122sw,122ne,
133,1986,133ne,133sw,
135,1986,135nw,135se,
142,1986,142sw,142ne,
144,1986,144se,144nw,
152,1986,152se,152nw,
160,1986,160s,160n,
171,1986,171s,171n,
174,1986,174s,174n,
176,1986,176se,176ne,
177,1986,177nw,177se,
179,1986,179s,179n,
185,1986,185s,185n,
187,1986,187n,187s,
193,1986,193s,193n,
213,1986,213s,213n,
223,1986,223sw,223ne,
224,1986,224s,224s,
233,1986,233s,233n,
245,1986,245s,245n,
253,1986,253s,253n,
255,1986,255s,255n,
258,1986,258s,258n,
264,1986,264s,264n,
264.5,1986,264.5S?,264.5N?,
265,1986,265s,265n,
285,1986,285s,285n,
302,1986,302s,302n,
347,1986,347s,347n,
354,1986,354s,354n,
359,1986,359s,359n,
364,1986,364s,364n,
411,1986,411s,411n,
451,1986,451s,451n,
460,1986,460w,460e,
505,1986,505s,505n,
510,1986,510s,510n,
514,1986,514s,514n,
533,1986,533s,533n,
547,1986,547e,547w,
611,1986,611se,611nw,
699,1986,699se,699nw,
729,1986,729s,729sw,
9,1987,9s,9n,
11,1987,11n,11s,
32,1987,32w,32e,
34,1987,34se,34ne,
38,1987,38nw,38se,
66,1987,66se,66nw,
79,1987,79n,79s,
84,1987,84s,84n,
91,1987,91se,91ne,
97,1987,97nw,97se,
112,1987,112s,112n,
121,1987,121sw,121ne,
122,1987,122sw,122ne,
133,1987,133ne,133sw,
135,1987,135nw,135se,
142,1987,142sw,142ne,
144,1987,144se,144nw,
152,1987,152se,152nw,
160,1987,160s,160n,
171,1987,171s,171n,
174,1987,174s,174n,
176,1987,176se,176ne,
177,1987,177nw,177se,
179,1987,179s,179n,
185,1987,185s,185n,
187,1987,187n,187s,
193,1987,193s,193n,
213,1987,213s,213n,
223,1987,223sw,223ne,
224,1987,224s,224s,
233,1987,233s,233n,
245,1987,245s,245n,
253,1987,253s,253n,
255,1987,255s,255n,
258,1987,258s,258n,
264,1987,264s,264n,
264.5,1987,264.5S?,264.5N?,
265,1987,265s,265n,
285,1987,285s,285n,
302,1987,302s,302n,
347,1987,347s,347n,
354,1987,354s,354n,
359,1987,359s,359n,
364,1987,364s,364n,
411,1987,411s,411n,
451,1987,451s,451n,
460,1987,460w,460e,
505,1987,505s,505n,
510,1987,510s,510n,
514,1987,514s,514n,
533,1987,533s,533n,
547,1987,547e,547w,
611,1987,611se,611nw,
699,1987,699se,699nw,
729,1987,729s,729sw,
9,1988,9s,9n,
11,1988,11n,11s,
32,1988,32w,32e,
34,1988,34se,34ne,
38,1988,38nw,38se,
66,1988,66se,66nw,
79,1988,79n,79s,
84,1988,84s,84n,
91,1988,91se,91ne,
97,1988,97nw,97se,
112,1988,112s,112n,
121,1988,121sw,121ne,
122,1988,122sw,122ne,
133,1988,133ne,133sw,
135,1988,135nw,135se,
142,1988,142sw,142ne,
144,1988,144se,144nw,
152,1988,152se,152nw,
160,1988,160s,160n,
171,1988,171s,171n,
174,1988,174s,174n,
176,1988,176se,176ne,
177,1988,177nw,177se,
179,1988,179s,179n,
185,1988,185s,185n,
187,1988,187n,187s,
193,1988,193s,193n,
213,1988,213s,213n,
223,1988,223sw,223ne,
224,1988,224s,224s,
233,1988,233s,233n,
245,1988,245s,245n,
253,1988,253s,253n,
255,1988,255s,255n,
258,1988,258s,258n,
264,1988,264s,264n,
264.5,1988,264.5S?,264.5N?,
265,1988,265s,265n,
285,1988,285s,285n,
302,1988,302s,302n,
347,1988,347s,347n,
354,1988,354s,354n,
359,1988,359s,359n,
364,1988,364s,364n,
411,1988,411s,411n,
451,1988,451s,451n,
460,1988,460w,460e,
505,1988,505s,505n,
510,1988,510s,510n,
514,1988,514s,514n,
533,1988,533s,533n,
547,1988,547e,547w,
611,1988,611se,611nw,
699,1988,699se,699nw,
729,1988,729s,729sw,
9,1989,9s,9n,
11,1989,11n,11s,
32,1989,32w,32e,
34,1989,34se,34ne,
38,1989,38nw,38se,
66,1989,66se,66nw,
79,1989,79n,79s,
84,1989,84s,84n,
91,1989,91se,91ne,
97,1989,97nw,97se,
112,1989,112s,112n,
121,1989,121sw,121ne,
122,1989,122sw,122ne,
133,1989,133ne,133sw,
135,1989,135nw,135se,
142,1989,142sw,142ne,
144,1989,144se,144nw,
152,1989,152se,152nw,
160,1989,160s,160n,
171,1989,171s,171n,
174,1989,174s,174n,
176,1989,176se,176ne,
177,1989,177nw,177se,
179,1989,179s,179n,
185,1989,185s,185n,
187,1989,187n,187s,
193,1989,193s,193n,
213,1989,213s,213n,
223,1989,223sw,223ne,
224,1989,224s,224s,
233,1989,233s,233n,
245,1989,245s,245n,
253,1989,253s,253n,
255,1989,255s,255n,
258,1989,258s,258n,
264,1989,264s,264n,
264.5,1989,264.5S?,264.5N?,
265,1989,265s,265n,
285,1989,285s,285n,
302,1989,302s,302n,
347,1989,347s,347n,
354,1989,354s,354n,
359,1989,359s,359n,
364,1989,364s,364n,
411,1989,411s,411n,
451,1989,451s,451n,
460,1989,460w,460e,
505,1989,505s,505n,
510,1989,510s,510n,
514,1989,514s,514n,
533,1989,533s,533n,
547,1989,547e,547w,
611,1989,611se,611nw,
699,1989,699se,699nw,
729,1989,729s,729sw,
9,1990,9s,9n,
11,1990,11n,11s,
32,1990,32w,32e,
34,1990,34se,34ne,
38,1990,38nw,38se,
66,1990,66se,66nw,
79,1990,79n,79s,
84,1990,84s,84n,
91,1990,91se,91ne,
97,1990,97nw,97se,
112,1990,112s,112n,
121,1990,121sw,121ne,
122,1990,122sw,122ne,
133,1990,133ne,133sw,
135,1990,135nw,135se,
142,1990,142sw,142ne,
144,1990,144se,144nw,
152,1990,152se,152nw,
160,1990,160s,160n,
171,1990,171s,171n,
174,1990,174s,174n,
176,1990,176se,176ne,
177,1990,177nw,177se,
179,1990,179s,179n,
185,1990,185s,185n,
187,1990,187n,187s,
193,1990,193s,193n,
213,1990,213s,213n,
223,1990,223sw,223ne,
224,1990,224s,224s,
233,1990,233s,233n,
245,1990,245s,245n,
253,1990,253s,253n,
255,1990,255s,255n,
258,1990,258s,258n,
264,1990,264s,264n,
264.5,1990,264.5S?,264.5N?,
265,1990,265s,265n,
285,1990,285s,285n,
302,1990,302s,302n,
347,1990,347s,347n,
354,1990,354s,354n,
359,1990,359s,359n,
364,1990,364s,364n,
411,1990,411s,411n,
451,1990,451s,451n,
460,1990,460w,460e,
505,1990,505s,505n,
510,1990,510s,510n,
514,1990,514s,514n,
533,1990,533s,533n,
547,1990,547e,547w,
611,1990,611se,611nw,
699,1990,699se,699nw,
729,1990,729s,729sw,
9,1991,9s,9n,
11,1991,11n,11s,
32,1991,32w,32e,
34,1991,34se,34ne,
38,1991,38nw,38se,
66,1991,66se,66nw,
79,1991,79n,79s,
84,1991,84s,84n,
91,1991,91se,91ne,
95,1991,95se,95ne,
97,1991,97nw,97se,
112,1991,112s,112n,
121,1991,121sw,121ne,
122,1991,122sw,122ne,
133,1991,133ne,133sw,
135,1991,135nw,135se,
142,1991,142sw,142ne,
144,1991,144se,144nw,
152,1991,152se,152nw,
160,1991,160s,160n,
174,1991,174s,174n,
176,1991,176se,176ne,
177,1991,177nw,177se,
179,1991,179s,179n,
185,1991,185s,185n,
187,1991,187n,187s,
193,1991,193s,193n,
213,1991,213s,213n,
223,1991,223sw,223ne,
224,1991,224s,224s,
233,1991,233s,233n,
245,1991,245s,245n,
253,1991,253s,253n,
255,1991,255s,255n,
258,1991,258s,258n,
264,1991,264s,264n,
264.5,1991,264.5S?,264.5N?,
265,1991,265s,265n,
285,1991,285s,285n,
302,1991,302s,302n,
347,1991,347s,347n,
354,1991,354s,354n,
359,1991,359s,359n,
364,1991,364s,364n,
411,1991,411s,411n,
451,1991,451s,451n,
460,1991,460w,460e,
505,1991,505s,505n,
510,1991,510s,510n,
514,1991,514s,514n,
533,1991,533s,533n,
547,1991,547e,547w,
611,1991,611se,611nw,
699,1991,699se,699nw,
729,1991,729s,729sw,
9,1992,9s,9n,
11,1992,11n,11s,
32,1992,32w,32e,
34,1992,34se,34ne,
38,1992,38nw,38se,
66,1992,66se,66nw,
79,1992,79n,79s,
84,1992,84s,84n,
91,1992,91se,91ne,
95,1992,95se,95ne,
97,1992,97nw,97se,
112,1992,112s,112n,
121,1992,121sw,121ne,
122,1992,122sw,122ne,
133,1992,133ne,133sw,
135,1992,135nw,135se,
142,1992,142sw,142ne,
144,1992,144se,144nw,
152,1992,152se,152nw,
160,1992,160s,160n,
174,1992,174s,174n,
176,1992,176se,176ne,
177,1992,177nw,177se,
179,1992,179s,179n,
185,1992,185s,185n,
187,1992,187n,187s,
193,1992,193s,193n,
213,1992,213s,213n,
223,1992,223sw,223ne,
224,1992,224s,224s,
233,1992,233s,233n,
245,1992,245s,245n,
253,1992,253s,253n,
255,1992,255s,255n,
258,1992,258s,258n,
264,1992,264s,264n,
264.5,1992,264.5S?,264.5N?,
265,1992,265s,265n,
285,1992,285s,285n,
302,1992,302s,302n,
347,1992,347s,347n,
354,1992,354s,354n,
359,1992,359s,359n,
364,1992,364s,364n,
411,1992,411s,411n,
451,1992,451s,451n,
460,1992,460w,460e,
505,1992,505s,505n,
510,1992,510s,510n,
514,1992,514s,514n,
533,1992,533s,533n,
547,1992,547e,547w,
611,1992,611se,611nw,
699,1992,699se,699nw,
729,1992,729s,729sw,
9,1993,9s,9n,
11,1993,11n,11s,
32,1993,32w,32e,
34,1993,34se,34ne,
38,1993,38nw,38se,
66,1993,66se,66nw,
79,1993,79n,79s,
84,1993,84s,84n,
91,1993,91se,91ne,
95,1993,95se,95ne,
97,1993,97nw,97se,
112,1993,112s,112n,
121,1993,121sw,121ne,
122,1993,122sw,122ne,
133,1993,133ne,133sw,
135,1993,135nw,135se,
142,1993,142sw,142ne,
144,1993,144se,144nw,
152,1993,152se,152nw,
160,1993,160s,160n,
174,1993,174s,174n,
176,1993,176se,176ne,
177,1993,177nw,177se,
179,1993,179s,179n,
185,1993,185s,185n,
187,1993,187n,187s,
193,1993,193s,193n,
213,1993,213s,213n,
223,1993,223sw,223ne,
224,1993,224s,224s,
233,1993,233s,233n,
245,1993,245s,245n,
253,1993,253s,253n,
255,1993,255s,255n,
258,1993,258s,258n,
264,1993,264s,264n,
264.5,1993,264.5S?,264.5N?,
265,1993,265s,265n,
285,1993,285s,285n,
302,1993,302s,302n,
347,1993,347s,347n,
354,1993,354s,354n,
359,1993,359s,359n,
364,1993,364s,364n,
411,1993,411s,411n,
451,1993,451s,451n,
460,1993,460w,460e,
505,1993,505s,505n,
510,1993,510s,510n,
514,1993,514s,514n,
533,1993,533s,533n,
547,1993,547e,547w,
611,1993,611se,611nw,
699,1993,699se,699nw,
729,1993,729s,729sw,
9,1994,9s,9n,
11,1994,11n,11s,
32,1994,32w,32e,
34,1994,34se,34ne,
38,1994,38nw,38se,
66,1994,66se,66nw,
79,1994,79n,79s,
84,1994,84s,84n,
91,1994,91se,91ne,
95,1994,95se,95ne,
97,1994,97nw,97se,
112,1994,112s,112n,
121,1994,121sw,121ne,
122,1994,122sw,122ne,
133,1994,133ne,133sw,
135,1994,135nw,135se,
142,1994,142sw,142ne,
144,1994,144se,144nw,
152,1994,152se,152nw,
160,1994,160s,160n,
174,1994,174s,174n,
176,1994,176se,176ne,
177,1994,177nw,177se,
179,1994,179s,179n,
185,1994,185s,185n,
187,1994,187n,187s,
193,1994,193s,193n,
213,1994,213s,213n,
223,1994,223sw,223ne,
224,1994,224s,224s,
233,1994,233s,233n,
245,1994,245s,245n,
253,1994,253s,253n,
258,1994,258s,258n,
264,1994,264s,264n,
264.5,1994,264.5S?,264.5N?,
265,1994,265s,265n,
285,1994,285s,285n,
302,1994,302s,302n,
347,1994,347s,347n,
354,1994,354s,354n,
359,1994,359s,359n,
364,1994,364s,364n,
411,1994,411s,411n,
451,1994,451s,451n,
460,1994,460w,460e,
505,1994,505s,505n,
510,1994,510s,510n,
514,1994,514s,514n,
533,1994,533s,533n,
547,1994,547e,547w,
611,1994,611se,611nw,
699,1994,699se,699nw,
729,1994,729s,729sw,
9,1995,9s,9n,
11,1995,11n,11s,
32,1995,32w,32e,
34,1995,34se,34ne,
38,1995,38nw,38se,
66,1995,66se,66nw,
79,1995,79n,79s,
84,1995,84s,84n,
91,1995,91se,91ne,
95,1995,95se,95ne,
97,1995,97nw,97se,
112,1995,112s,112n,
121,1995,121sw,121ne,
122,1995,122sw,122ne,
133,1995,133ne,133sw,
135,1995,135nw,135se,
142,1995,142sw,142ne,
144,1995,144se,144nw,
152,1995,152se,152nw,
160,1995,160s,160n,
174,1995,174s,174n,
176,1995,176se,176ne,
177,1995,177nw,177se,
185,1995,185s,185n,
187,1995,187n,187s,
193,1995,193s,193n,
213,1995,213s,213n,
223,1995,223sw,223ne,
224,1995,224s,224s,
233,1995,233s,233n,
245,1995,245s,245n,
253,1995,253s,253n,
258,1995,258s,258n,
264,1995,264s,264n,
264.5,1995,264.5S?,264.5N?,
265,1995,265s,265n,
285,1995,285s,285n,
302,1995,302s,302n,
347,1995,347s,347n,
354,1995,354s,354n,
359,1995,359s,359n,
364,1995,364s,364n,
411,1995,411s,411n,
451,1995,451s,451n,
460,1995,460w,460e,
505,1995,505s,505n,
510,1995,510s,510n,
514,1995,514s,514n,
533,1995,533s,533n,
547,1995,547e,547w,
611,1995,611se,611nw,
699,1995,699se,699nw,
729,1995,729s,729sw,
9,1996,9s,9n,
11,1996,11n,11s,
32,1996,32w,32e,
34,1996,34se,34ne,
38,1996,38nw,38se,
66,1996,66se,66nw,
79,1996,79n,79s,
84,1996,84s,84n,
91,1996,91se,91ne,
95,1996,95se,95ne,
97,1996,97nw,97se,
112,1996,112s,112n,
121,1996,121sw,121ne,
122,1996,122sw,122ne,
133,1996,133ne,133sw,
135,1996,135nw,135se,
142,1996,142sw,142ne,
144,1996,144se,144nw,
152,1996,152se,152nw,
160,1996,160s,160n,
174,1996,174s,174n,
176,1996,176se,176ne,
177,1996,177nw,177se,
185,1996,185s,185n,
187,1996,187n,187s,
193,1996,193s,193n,
213,1996,213s,213n,
223,1996,223sw,223ne,
224,1996,224s,224s,
233,1996,233s,233n,
245,1996,245s,245n,
253,1996,253s,253n,
258,1996,258s,258n,
264,1996,264s,264n,
264.5,1996,264.5S?,264.5N?,
265,1996,265s,265n,
285,1996,285s,285n,
302,1996,302s,302n,
347,1996,347s,347n,
354,1996,354s,354n,
359,1996,359s,359n,
364,1996,364s,364n,
411,1996,411s,411n,
451,1996,451s,451n,
460,1996,460w,460e,
505,1996,505s,505n,
510,1996,510s,510n,
514,1996,514s,514n,
547,1996,547e,547w,
611,1996,611se,611nw,
699,1996,699se,699nw,
729,1996,729s,729sw,
9,1997,9s,9n,
11,1997,11n,11s,
32,1997,32w,32e,
34,1997,34se,34ne,
38,1997,38nw,38se,
66,1997,66se,66nw,
79,1997,79n,79s,
84,1997,84s,84n,
91,1997,91se,91ne,
95,1997,95se,95ne,
97,1997,97nw,97se,
112,1997,112s,112n,
121,1997,121sw,121ne,
122,1997,122sw,122ne,
133,1997,133ne,133sw,
135,1997,135nw,135se,
142,1997,142sw,142ne,
144,1997,144se,144nw,
152,1997,152se,152nw,
160,1997,160s,160n,
174,1997,174s,174n,
176,1997,176se,176ne,
177,1997,177nw,177se,
185,1997,185s,185n,
187,1997,187n,187s,
193,1997,193s,193n,
213,1997,213s,213n,
223,1997,223sw,223ne,
224,1997,224s,224s,
245,1997,245s,245n,
264,1997,264s,264n,
264.5,1997,264.5S?,264.5N?,
265,1997,265s,265n,
285,1997,285s,285n,
302,1997,302s,302n,
347,1997,347s,347n,
354,1997,354s,354n,
359,1997,359s,359n,
364,1997,364s,364n,
411,1997,411s,411n,
451,1997,451s,451n,
460,1997,460w,460e,
505,1997,505s,505n,
510,1997,510s,510n,
514,1997,514s,514n,
547,1997,547e,547w,
611,1997,611se,611nw,
699,1997,699se,699nw,
729,1997,729s,729sw,
9,1998,9s,9n,
11,1998,11n,11s,
32,1998,32w,32e,
34,1998,34se,34ne,
38,1998,38nw,38se,
79,1998,79n,79s,
84,1998,84s,84n,
91,1998,91se,91ne,
95,1998,95se,95ne,
97,1998,97nw,97se,
112,1998,112s,112n,
121,1998,121sw,121ne,
122,1998,122sw,122ne,
133,1998,133ne,133sw,
135,1998,135nw,135se,
142,1998,142sw,142ne,
144,1998,144se,144nw,
152,1998,152se,152nw,
160,1998,160s,160n,
174,1998,174s,174n,
176,1998,176se,176ne,
177,1998,177nw,177se,
185,1998,185s,185n,
187,1998,187n,187s,
193,1998,193s,193n,
213,1998,213s,213n,
223,1998,223sw,223ne,
224,1998,224s,224s,
245,1998,245s,245n,
264,1998,264s,264n,
264.5,1998,264.5S?,264.5N?,
265,1998,265s,265n,
285,1998,285s,285n,
302,1998,302s,302n,
347,1998,347s,347n,
354,1998,354s,354n,
359,1998,359s,359n,
364,1998,364s,364n,
411,1998,411s,411n,
451,1998,451s,451n,
460,1998,460w,460e,
505,1998,505s,505n,
510,1998,510s,510n,
514,1998,514s,514n,
547,1998,547e,547w,
611,1998,611se,611nw,
729,1998,729s,729sw,
9,1999,9s,9n,
11,1999,11n,11s,
32,1999,32w,32e,
34,1999,34se,34ne,
38,1999,38nw,38se,
84,1999,84s,84n,
91,1999,91se,91ne,
97,1999,97nw,97se,
112,1999,112s,112n,
121,1999,121sw,121ne,
122,1999,122sw,122ne,
133,1999,133ne,133sw,
135,1999,135nw,135se,
142,1999,142sw,142ne,
144,1999,144se,144nw,
152,1999,152se,152nw,
160,1999,160s,160n,
174,1999,174s,174n,
176,1999,176se,176ne,
177,1999,177nw,177se,
185,1999,185s,185n,
187,1999,187n,187s,
193,1999,193s,193n,
213,1999,213s,213n,
223,1999,223sw,223ne,
224,1999,224s,224s,
245,1999,245s,245n,
264,1999,264s,264n,
264.5,1999,264.5S?,264.5N?,
265,1999,265s,265n,
285,1999,285s,285n,
302,1999,302s,302n,
347,1999,347s,347n,
354,1999,354s,354n,
359,1999,359s,359n,
364,1999,364s,364n,
411,1999,411s,411n,
451,1999,451s,451n,
460,1999,460w,460e,
505,1999,505s,505n,
510,1999,510s,510n,
514,1999,514s,514n,
547,1999,547e,547w,
611,1999,611se,611nw,
729,1999,729s,729sw,
9,2000,9s,9n,
11,2000,11n,11s,
32,2000,32w,32e,
34,2000,34se,34ne,
38,2000,38nw,38se,
91,2000,91se,91ne,
97,2000,97nw,97se,
112,2000,112s,112n,
121,2000,121sw,121ne,
122,2000,122sw,122ne,
133,2000,133ne,133sw,
135,2000,135nw,135se,
142,2000,142sw,142ne,
144,2000,144se,144nw,
152,2000,152se,152nw,
160,2000,160s,160n,
174,2000,174s,174n,
176,2000,176se,176ne,
177,2000,177nw,177se,
185,2000,185s,185n,
187,2000,187n,187s,
193,2000,193s,193n,
213,2000,213s,213n,
223,2000,223sw,223ne,
224,2000,224s,224s,
245,2000,245s,245n,
264,2000,264s,264n,
264.5,2000,264.5S?,264.5N?,
265,2000,265s,265n,
285,2000,285s,285n,
302,2000,302s,302n,
347,2000,347s,347n,
354,2000,354s,354n,
359,2000,359s,359n,
364,2000,364s,364n,
411,2000,411s,411n,
451,2000,451s,451n,
460,2000,460w,460e,
505,2000,505s,505n,
510,2000,510s,510n,
514,2000,514s,514n,
547,2000,547e,547w,
611,2000,611se,611nw,
729,2000,729s,729sw,
